Index,Time(ns)
2135000,2794
2136000,3073
2137000,2793
2138000,3073
2139000,2793
2140000,2794
2141000,3353
2142000,2514
2143000,3073
2144000,3073
2145000,3073
2146000,2794
2147000,2793
2148000,3073
2149000,2514
2150000,2514
2151000,3073
2152000,3073
2153000,3352
2154000,2235
2155000,3073
2156000,2793
2157000,2794
2158000,3073
2159000,2794
2160000,5028
2161000,2514
2162000,2793
2163000,2514
2164000,2794
2165000,2794
2166000,3073
2167000,2794
2168000,2793
2169000,3073
2170000,2793
2171000,2794
2172000,3073
2173000,3353
2174000,2515
2175000,2794
2176000,3073
2177000,3073
2178000,3073
2179000,3352
2180000,3074
2181000,2794
2182000,3073
2183000,3073
2184000,3632
2185000,4470
2186000,3073
2187000,3353
2188000,2794
2189000,2235
2190000,3073
2191000,2793
2192000,3352
2193000,2794
2194000,3073
2195000,2793
2196000,3073
2197000,3632
2198000,2794
2199000,3073
2200000,2514
2201000,3073
2202000,2793
2203000,3352
2204000,3073
2205000,3073
2206000,3073
2207000,3073
2208000,3073
2209000,3073
2210000,3352
2211000,3352
2212000,3073
2213000,3353
2214000,4190
2215000,3352
2216000,2794
2217000,3631
2218000,2794
2219000,2794
2220000,2793
2221000,3353
2222000,2793
2223000,3073
2224000,2515
2225000,3631
2226000,2794
2227000,3073
2228000,3073
2229000,2794
2230000,2794
2231000,3073
2232000,3352
2233000,2794
2234000,3073
2235000,2794
2236000,2514
2237000,2794
2238000,3073
2239000,3073
2240000,3073
2241000,3352
2242000,2794
2243000,3073
2244000,2514
2245000,3073
2246000,3352
2247000,5867
2248000,2793
2249000,3632
2250000,2794
2251000,3073
2252000,3073
2253000,3073
2254000,3073
2255000,2794
2256000,3353
2257000,2794
2258000,3073
2259000,3632
2260000,2235
2261000,3073
2262000,2794
2263000,3073
2264000,3073
2265000,3631
2266000,3073
2267000,3073
2268000,3073
2269000,2235
2270000,3073
2271000,4749
2272000,3073
2273000,3631
2274000,2794
2275000,2793
2276000,2794
2277000,3353
2278000,3073
2279000,3352
2280000,2793
2281000,3352
2282000,3352
2283000,3073
2284000,3073
2285000,3073
2286000,2794
2287000,3352
2288000,3352
2289000,3073
2290000,2515
2291000,3352
2292000,3352
2293000,8661
2294000,3073
2295000,3073
2296000,2514
2297000,2235
2298000,2794
2299000,2515
2300000,3353
2301000,2793
2302000,3073
2303000,3073
2304000,2235
2305000,3073
2306000,3073
2307000,3911
2308000,2794
2309000,3631
2310000,2794
2311000,2794
2312000,4470
2313000,3073
2314000,2794
2315000,2514
2316000,3352
2317000,2794
2318000,3073
2319000,2794
2320000,2794
2321000,2794
2322000,2793
2323000,2793
2324000,2515
2325000,2793
2326000,3352
2327000,2794
2328000,3352
2329000,2793
2330000,3073
2331000,2514
2332000,2793
2333000,3352
2334000,2794
2335000,3353
2336000,3073
2337000,3352
2338000,3073
2339000,2793
2340000,3073
2341000,2794
2342000,2793
2343000,2794
2344000,2793
2345000,4190
2346000,3073
2347000,3074
2348000,3073
2349000,3073
2350000,3073
2351000,3073
2352000,3073
2353000,3352
2354000,2794
2355000,3352
2356000,2794
2357000,2794
2358000,3352
2359000,2514
2360000,3073
2361000,3631
2362000,2794
2363000,3073
2364000,3632
2365000,3632
2366000,2793
2367000,3073
2368000,2514
2369000,3073
2370000,3073
2371000,3073
2372000,2793
2373000,3353
2374000,3631
2375000,3352
2376000,3073
2377000,3073
2378000,2794
2379000,3352
2380000,2794
2381000,2794
2382000,2794
2383000,3352
2384000,3073
2385000,2793
2386000,2794
2387000,3352
2388000,3353
2389000,3352
2390000,2794
2391000,2794
2392000,3352
2393000,2794
2394000,2794
2395000,3073
2396000,2793
2397000,3353
2398000,3912
2399000,3353
2400000,4470
2401000,4190
2402000,3352
2403000,3352
2404000,3352
2405000,3073
2406000,3073
2407000,3352
2408000,4470
2409000,5588
2410000,3073
2411000,2794
2412000,3631
2413000,3632
2414000,3073
2415000,3073
2416000,3073
2417000,2794
2418000,2794
2419000,3353
2420000,3352
2421000,2793
2422000,2794
2423000,3631
2424000,2515
2425000,3073
2426000,3352
2427000,3911
2428000,2794
2429000,2235
2430000,3352
2431000,3073
2432000,3073
2433000,3352
2434000,2794
2435000,2794
2436000,2793
2437000,3632
2438000,3353
2439000,3073
2440000,3353
2441000,3073
2442000,2514
2443000,3073
2444000,5587
2445000,3073
2446000,3073
2447000,3632
2448000,4470
2449000,2794
2450000,3073
2451000,3073
2452000,2794
2453000,2793
2454000,3632
2455000,2794
2456000,2794
2457000,3352
2458000,2514
2459000,3353
2460000,3352
2461000,2514
2462000,3074
2463000,2793
2464000,3352
2465000,3352
2466000,2794
2467000,2514
2468000,4470
2469000,3353
2470000,2793
2471000,3073
2472000,3353
2473000,2794
2474000,3353
2475000,3632
2476000,2794
2477000,3352
2478000,3073
2479000,3073
2480000,3353
2481000,2794
2482000,2514
2483000,3073
2484000,2794
2485000,2794
2486000,3073
2487000,2235
2488000,2794
2489000,3073
2490000,3352
2491000,3073
2492000,3073
2493000,3073
2494000,3073
2495000,2794
2496000,3911
2497000,2793
2498000,2514
2499000,3073
2500000,3352
2501000,2793
2502000,3073
2503000,3353
2504000,2793
2505000,3073
2506000,3353
2507000,3073
2508000,3073
2509000,2793
2510000,2514
2511000,2793
2512000,3073
2513000,2794
2514000,2793
2515000,2794
2516000,3353
2517000,3073
2518000,2794
2519000,2794
2520000,5308
2521000,3073
2522000,2794
2523000,2794
2524000,2794
2525000,3073
2526000,2794
2527000,2794
2528000,2793
2529000,2794
2530000,2514
2531000,2794
2532000,3073
2533000,2793
2534000,3352
2535000,3073
2536000,3073
2537000,2514
2538000,3352
2539000,2794
2540000,3073
2541000,3632
2542000,3073
2543000,2514
2544000,2793
2545000,3073
2546000,3073
2547000,2794
2548000,2794
2549000,3073
2550000,3073
2551000,2515
2552000,3073
2553000,2793
2554000,2794
2555000,3073
2556000,3352
2557000,2794
2558000,2235
2559000,3632
2560000,2793
2561000,3073
2562000,2794
2563000,3353
2564000,2514
2565000,2514
2566000,3073
2567000,2793
2568000,2793
2569000,3073
2570000,3353
2571000,3073
2572000,3073
2573000,3352
2574000,2794
2575000,3073
2576000,3073
2577000,3073
2578000,2514
2579000,3073
2580000,2514
2581000,3073
2582000,2794
2583000,3352
2584000,3353
2585000,3352
2586000,3073
2587000,3073
2588000,3073
2589000,2794
2590000,3073
2591000,3353
2592000,2514
2593000,2793
2594000,2235
2595000,3073
2596000,2794
2597000,3073
2598000,3073
2599000,2793
2600000,3352
2601000,3073
2602000,2794
2603000,3073
2604000,3073
2605000,3073
2606000,2514
2607000,3073
2608000,2794
2609000,2793
2610000,2514
2611000,3353
2612000,3073
2613000,2793
2614000,3073
2615000,3073
2616000,2235
2617000,2793
2618000,2793
2619000,2794
2620000,3073
2621000,3632
2622000,3073
2623000,5308
2624000,3073
2625000,2794
2626000,2794
2627000,3073
2628000,3073
2629000,2794
2630000,4190
2631000,3353
2632000,3073
2633000,2794
2634000,5029
2635000,2514
2636000,2794
2637000,3632
2638000,2793
2639000,2794
2640000,2514
2641000,3352
2642000,3632
2643000,3073
2644000,3073
2645000,2794
2646000,2514
2647000,2794
2648000,2794
2649000,3073
2650000,3073
2651000,4191
2652000,5308
2653000,2793
2654000,3073
2655000,2793
2656000,2794
2657000,3352
2658000,3073
2659000,2794
2660000,2793
2661000,3352
2662000,3073
2663000,2514
2664000,2794
2665000,2794
2666000,2793
2667000,2794
2668000,3073
2669000,3073
2670000,3073
2671000,3073
2672000,2514
2673000,2515
2674000,3073
2675000,2794
2676000,3911
2677000,3353
2678000,3073
2679000,3073
2680000,2793
2681000,3353
2682000,2794
2683000,13410
2684000,2794
2685000,2794
2686000,2793
2687000,3073
2688000,2793
2689000,3353
2690000,3073
2691000,4470
2692000,2794
2693000,3073
2694000,2794
2695000,2793
2696000,3632
2697000,3073
2698000,2514
2699000,2793
2700000,2794
2701000,3352
2702000,2794
2703000,3073
2704000,2514
2705000,3073
2706000,3352
2707000,3073
2708000,3073
2709000,2794
2710000,3073
2711000,8381
2712000,3073
2713000,2793
2714000,2514
2715000,3073
2716000,3352
2717000,2794
2718000,3074
2719000,3073
2720000,3073
2721000,2793
2722000,2793
2723000,3353
2724000,3073
2725000,3073
2726000,2793
2727000,2794
2728000,3073
2729000,2514
2730000,3073
2731000,3073
2732000,2514
2733000,3073
2734000,2794
2735000,3352
2736000,3073
2737000,3073
2738000,2514
2739000,2515
2740000,6146
2741000,2515
2742000,2515
2743000,3352
2744000,2793
2745000,2794
2746000,3631
2747000,3353
2748000,3073
2749000,3632
2750000,3073
2751000,3073
2752000,2793
2753000,3073
2754000,3632
2755000,3073
2756000,2794
2757000,3073
2758000,3352
2759000,3073
2760000,2794
2761000,3073
2762000,3073
2763000,3353
2764000,3352
2765000,2794
2766000,2514
2767000,2514
2768000,2514
2769000,2514
2770000,3352
2771000,2794
2772000,2793
2773000,2793
2774000,3073
2775000,2793
2776000,3073
2777000,2794
2778000,3073
2779000,2794
2780000,3073
2781000,2793
2782000,2514
2783000,2793
2784000,2793
2785000,2235
2786000,2793
2787000,3352
2788000,3073
2789000,2793
2790000,2514
2791000,3073
2792000,3073
2793000,2794
2794000,2794
2795000,3073
2796000,3631
2797000,3352
2798000,3073
2799000,2793
2800000,2794
2801000,2794
2802000,2794
2803000,3073
2804000,3073
2805000,2793
2806000,5029
2807000,2794
2808000,2793
2809000,2794
2810000,3073
2811000,3073
2812000,3073
2813000,2514
2814000,3073
2815000,3352
2816000,3073
2817000,2794
2818000,3073
2819000,3073
2820000,3353
2821000,2794
2822000,3073
2823000,2794
2824000,3631
2825000,3073
2826000,3073
2827000,2794
2828000,2793
2829000,2793
2830000,2794
2831000,3073
2832000,2515
2833000,3073
2834000,2793
2835000,5587
2836000,2794
2837000,2794
2838000,3073
2839000,2793
2840000,3073
2841000,2794
2842000,2793
2843000,2793
2844000,2794
2845000,2794
2846000,2794
2847000,2794
2848000,3353
2849000,3073
2850000,3352
2851000,3073
2852000,3073
2853000,3073
2854000,2793
2855000,3073
2856000,2515
2857000,2514
2858000,2235
2859000,2794
2860000,3632
2861000,3631
2862000,3073
2863000,3352
2864000,2794
2865000,3352
2866000,2793
2867000,2514
2868000,4191
2869000,3073
2870000,3073
2871000,2794
2872000,2794
2873000,3073
2874000,3073
2875000,3073
2876000,2514
2877000,3073
2878000,3352
2879000,3632
2880000,3073
2881000,2794
2882000,3632
2883000,2514
2884000,2793
2885000,2794
2886000,2794
2887000,2793
2888000,2794
2889000,2794
2890000,2793
2891000,3073
2892000,3073
2893000,2793
2894000,2514
2895000,2793
2896000,3073
2897000,3073
2898000,2794
2899000,3073
2900000,2794
2901000,2515
2902000,3352
2903000,3073
2904000,3352
2905000,3073
2906000,3632
2907000,2793
2908000,3073
2909000,3632
2910000,3073
2911000,2793
2912000,3073
2913000,3073
2914000,2794
2915000,2514
2916000,3353
2917000,2794
2918000,2793
2919000,2793
2920000,3631
2921000,3073
2922000,2794
2923000,3073
2924000,3073
2925000,3353
2926000,2235
2927000,3073
2928000,2793
2929000,2515
2930000,2515
2931000,2794
2932000,5028
2933000,3353
2934000,3073
2935000,3352
2936000,2793
2937000,3073
2938000,3352
2939000,3073
2940000,2793
2941000,3073
2942000,2514
2943000,3073
2944000,3073
2945000,3353
2946000,2794
2947000,2794
2948000,3073
2949000,2794
2950000,3073
2951000,3073
2952000,3353
2953000,3073
2954000,3352
2955000,2793
2956000,3073
2957000,4190
2958000,3632
2959000,3352
2960000,2794
2961000,3353
2962000,3352
2963000,2794
2964000,2793
2965000,3073
2966000,3352
2967000,3632
2968000,2794
2969000,2794
2970000,3353
2971000,2793
2972000,2793
2973000,3073
2974000,3073
2975000,3073
2976000,3073
2977000,3631
2978000,2793
2979000,3073
2980000,2794
2981000,2793
2982000,3352
2983000,3352
2984000,2514
2985000,2794
2986000,3073
2987000,3073
2988000,3631
2989000,3073
2990000,3073
2991000,3073
2992000,3632
2993000,2794
2994000,3073
2995000,3632
2996000,3631
2997000,2794
2998000,3352
2999000,3631
3000000,3073
3001000,2793
3002000,2793
3003000,3353
3004000,3073
3005000,3352
3006000,3353
3007000,3352
3008000,3073
3009000,2514
3010000,2793
3011000,3073
3012000,3352
3013000,3632
3014000,2793
3015000,3073
3016000,2515
3017000,3073
3018000,3073
3019000,2794
3020000,3073
3021000,3073
3022000,2794
3023000,3352
3024000,3073
3025000,3353
3026000,3073
3027000,3352
3028000,2515
3029000,2235
3030000,2514
3031000,4749
3032000,3353
3033000,2514
3034000,3073
3035000,2515
3036000,3073
3037000,3073
3038000,3352
3039000,3073
3040000,2794
3041000,3353
3042000,2794
3043000,3352
3044000,3073
3045000,3352
3046000,2793
3047000,3073
3048000,2514
3049000,2794
3050000,3073
3051000,3073
3052000,3352
3053000,2794
3054000,3631
3055000,3352
3056000,2515
3057000,3353
3058000,3073
3059000,3073
3060000,2794
3061000,3073
3062000,3073
3063000,2514
3064000,2235
3065000,2794
3066000,3073
3067000,2793
3068000,3353
3069000,2235
3070000,3073
3071000,3073
3072000,3632
3073000,2514
3074000,2515
3075000,3073
3076000,3073
3077000,3073
3078000,2794
3079000,3352
3080000,2794
3081000,3073
3082000,3073
3083000,3352
3084000,2794
3085000,2794
3086000,2515
3087000,3073
3088000,2794
3089000,2794
3090000,4749
3091000,2515
3092000,2514
3093000,3073
3094000,2794
3095000,2794
3096000,3352
3097000,3073
3098000,2514
3099000,3632
3100000,3353
3101000,2794
3102000,2794
3103000,3353
3104000,2793
3105000,3073
3106000,3352
3107000,3073
3108000,2514
3109000,3073
3110000,2794
3111000,3073
3112000,3073
3113000,6705
3114000,3911
3115000,2794
3116000,3073
3117000,3073
3118000,3352
3119000,3073
3120000,3352
3121000,2794
3122000,2794
3123000,3352
3124000,3073
3125000,3911
3126000,3352
3127000,2794
3128000,2794
3129000,2793
3130000,3073
3131000,3073
3132000,3073
3133000,2794
3134000,3073
3135000,2794
3136000,2793
3137000,3352
3138000,3073
3139000,2514
3140000,3073
3141000,3073
3142000,2794
3143000,3073
3144000,3911
3145000,3353
3146000,2794
3147000,3352
3148000,3073
3149000,2793
3150000,21511
3151000,2794
3152000,2794
3153000,2794
3154000,3073
3155000,3912
3156000,2794
3157000,3073
3158000,3632
3159000,3073
3160000,3073
3161000,3073
3162000,3073
3163000,2794
3164000,2514
3165000,3073
3166000,3073
3167000,2794
3168000,2793
3169000,2793
3170000,2794
3171000,3073
3172000,2794
3173000,3073
3174000,3074
3175000,3073
3176000,2793
3177000,3073
3178000,3073
3179000,3073
3180000,3073
3181000,3353
3182000,3073
3183000,3352
3184000,3073
3185000,2794
3186000,3353
3187000,2793
3188000,3073
3189000,3353
3190000,2793
3191000,3073
3192000,3073
3193000,3073
3194000,2794
3195000,3073
3196000,3632
3197000,3073
3198000,2514
3199000,3073
3200000,3911
3201000,3073
3202000,3352
3203000,3632
3204000,2514
3205000,2514
3206000,3073
3207000,3352
3208000,3073
3209000,3073
3210000,3073
3211000,2793
3212000,2514
3213000,3073
3214000,2793
3215000,2794
3216000,3073
3217000,2794
3218000,2794
3219000,4470
3220000,3073
3221000,3073
3222000,2794
3223000,3353
3224000,3352
3225000,2514
3226000,2514
3227000,2794
3228000,3073
3229000,2793
3230000,3632
3231000,2793
3232000,3353
3233000,3073
3234000,3352
3235000,2794
3236000,3073
3237000,3073
3238000,3912
3239000,3073
3240000,3352
3241000,3352
3242000,3073
3243000,3353
3244000,3352
3245000,3353
3246000,3352
3247000,2793
3248000,3911
3249000,4191
3250000,3073
3251000,3352
3252000,4190
3253000,3073
3254000,3632
3255000,3632
3256000,2793
3257000,3352
3258000,3073
3259000,3352
3260000,2794
3261000,2794
3262000,3073
3263000,3073
3264000,2794
3265000,3073
3266000,3073
3267000,3632
3268000,3073
3269000,2794
3270000,3632
3271000,3073
3272000,2514
3273000,2794
3274000,2794
3275000,2793
3276000,2235
3277000,2794
3278000,2793
3279000,2514
3280000,2515
3281000,3073
3282000,3631
3283000,2793
3284000,2794
3285000,3353
3286000,2793
3287000,3352
3288000,3631
3289000,2793
3290000,3073
3291000,3632
3292000,3073
3293000,3352
3294000,3073
3295000,3073
3296000,3073
3297000,2793
3298000,3073
3299000,2794
3300000,3353
3301000,2794
3302000,3073
3303000,3352
3304000,3073
3305000,2515
3306000,2794
3307000,3073
3308000,3073
3309000,3073
3310000,3912
3311000,3073
3312000,2794
3313000,2515
3314000,3352
3315000,2793
3316000,3352
3317000,2794
3318000,3073
3319000,3353
3320000,3352
3321000,3353
3322000,3353
3323000,2235
3324000,3073
3325000,3632
3326000,3352
3327000,2794
3328000,2793
3329000,3353
3330000,2514
3331000,3073
3332000,2514
3333000,2794
3334000,2793
3335000,3073
3336000,2793
3337000,2793
3338000,2794
3339000,2793
3340000,2794
3341000,3352
3342000,2793
3343000,3352
3344000,2794
3345000,3073
3346000,3352
3347000,2793
3348000,3073
3349000,3073
3350000,3631
3351000,3073
3352000,2793
3353000,2515
3354000,3073
3355000,3073
3356000,3073
3357000,2793
3358000,2794
3359000,3073
3360000,3073
3361000,2514
3362000,2794
3363000,3353
3364000,3073
3365000,3073
3366000,3632
3367000,3353
3368000,3073
3369000,2793
3370000,3073
3371000,2793
3372000,3632
3373000,3073
3374000,2794
3375000,2794
3376000,3353
3377000,2794
3378000,3073
3379000,3353
3380000,3073
3381000,2794
3382000,3352
3383000,3353
3384000,3631
3385000,4190
3386000,3353
3387000,3352
3388000,3073
3389000,2514
3390000,3353
3391000,2793
3392000,2514
3393000,2793
3394000,3911
3395000,2793
3396000,4749
3397000,2794
3398000,2794
3399000,2794
3400000,2794
3401000,2794
3402000,2793
3403000,3632
3404000,3352
3405000,2794
3406000,2514
3407000,3073
3408000,3073
3409000,3073
3410000,2515
3411000,3353
3412000,3073
3413000,3073
3414000,2793
3415000,2794
3416000,5029
3417000,2514
3418000,3073
3419000,2794
3420000,3352
3421000,3352
3422000,2514
3423000,2793
3424000,3352
3425000,3073
3426000,2514
3427000,2514
3428000,3073
3429000,3073
3430000,3073
3431000,3632
3432000,3073
3433000,4190
3434000,2794
3435000,3352
3436000,3073
3437000,2794
3438000,3631
3439000,3353
3440000,3073
3441000,2793
3442000,2793
3443000,2794
3444000,2515
3445000,3073
3446000,4190
3447000,2793
3448000,3074
3449000,3073
3450000,3353
3451000,3073
3452000,3073
3453000,3353
3454000,3353
3455000,3073
3456000,3073
3457000,3073
3458000,2794
3459000,2794
3460000,3073
3461000,2515
3462000,2235
3463000,3073
3464000,2794
3465000,3352
3466000,2794
3467000,3073
3468000,4190
3469000,3073
3470000,3074
3471000,2794
3472000,3631
3473000,3073
3474000,3073
3475000,3073
3476000,2514
3477000,3073
3478000,3073
3479000,3632
3480000,3353
3481000,3352
3482000,4190
3483000,3352
3484000,2794
3485000,3632
3486000,3352
3487000,3073
3488000,3073
3489000,3353
3490000,3073
3491000,2793
3492000,3353
3493000,2515
3494000,3073
3495000,3073
3496000,3073
3497000,3073
3498000,3352
3499000,2514
3500000,2794
3501000,2793
3502000,3632
3503000,2793
3504000,3073
3505000,2794
3506000,2794
3507000,2794
3508000,2794
3509000,3073
3510000,2794
3511000,3073
3512000,3073
3513000,3073
3514000,3353
3515000,2794
3516000,2793
3517000,2794
3518000,2514
3519000,3352
3520000,2514
3521000,2794
3522000,2794
3523000,2794
3524000,3073
3525000,3073
3526000,3352
3527000,2514
3528000,2793
3529000,3073
3530000,3632
3531000,3352
3532000,2514
3533000,3632
3534000,3352
3535000,3352
3536000,3632
3537000,2794
3538000,3352
3539000,5587
3540000,3073
3541000,3353
3542000,3353
3543000,3631
3544000,2794
3545000,3073
3546000,3073
3547000,3074
3548000,3073
3549000,2794
3550000,3073
3551000,3073
3552000,2794
3553000,3632
3554000,3073
3555000,3073
3556000,3632
3557000,3073
3558000,2794
3559000,3073
3560000,3911
3561000,2515
3562000,2793
3563000,2794
3564000,3353
3565000,3073
3566000,3353
3567000,2793
3568000,3073
3569000,4470
3570000,3352
3571000,2793
3572000,3073
3573000,2793
3574000,3352
3575000,3353
3576000,2794
3577000,3352
3578000,3073
3579000,2793
3580000,3352
3581000,3353
3582000,3073
3583000,3073
3584000,3632
3585000,6984
3586000,2794
3587000,3353
3588000,3073
3589000,3352
3590000,3073
3591000,3073
3592000,3352
3593000,2794
3594000,3632
3595000,3632
3596000,2794
3597000,2794
3598000,3632
3599000,5308
3600000,3352
3601000,3073
3602000,2793
3603000,2794
3604000,3073
3605000,3073
3606000,2793
3607000,3073
3608000,2793
3609000,2793
3610000,3352
3611000,3911
3612000,2793
3613000,3073
3614000,3073
3615000,3073
3616000,3353
3617000,3073
3618000,3353
3619000,3073
3620000,3352
3621000,3631
3622000,2514
3623000,3353
3624000,3073
3625000,3073
3626000,2514
3627000,3352
3628000,3073
3629000,3073
3630000,2514
3631000,3353
3632000,3352
3633000,3352
3634000,3073
3635000,3632
3636000,3073
3637000,3073
3638000,3073
3639000,3073
3640000,2794
3641000,2793
3642000,3073
3643000,3352
3644000,3073
3645000,4750
3646000,3632
3647000,2793
3648000,3073
3649000,9498
3650000,3911
3651000,2794
3652000,3073
3653000,3352
3654000,3073
3655000,3632
3656000,3352
3657000,3073
3658000,3073
3659000,3073
3660000,2794
3661000,2793
3662000,2794
3663000,3352
3664000,3073
3665000,5028
3666000,2794
3667000,3073
3668000,3073
3669000,3073
3670000,3352
3671000,2794
3672000,3352
3673000,3073
3674000,3073
3675000,3911
3676000,2793
3677000,3352
3678000,3632
3679000,2793
3680000,3073
3681000,2514
3682000,3073
3683000,2794
3684000,3073
3685000,3631
3686000,3073
3687000,3073
3688000,3073
3689000,2794
3690000,3073
3691000,3073
3692000,2793
3693000,3073
3694000,2794
3695000,3073
3696000,3073
3697000,3073
3698000,3352
3699000,3073
3700000,2794
3701000,2794
3702000,3632
3703000,2794
3704000,2794
3705000,2793
3706000,3073
3707000,2793
3708000,6146
3709000,3073
3710000,2515
3711000,2793
3712000,3631
3713000,3073
3714000,3073
3715000,3073
3716000,3073
3717000,3073
3718000,2793
3719000,3073
3720000,2794
3721000,2514
3722000,3073
3723000,3073
3724000,3073
3725000,3632
3726000,2514
3727000,3352
3728000,2794
3729000,3073
3730000,3352
3731000,4749
3732000,2794
3733000,3073
3734000,3352
3735000,3073
3736000,3352
3737000,3073
3738000,3352
3739000,3632
3740000,2794
3741000,3352
3742000,3073
3743000,3352
3744000,3073
3745000,2793
3746000,3632
3747000,3073
3748000,3073
3749000,3353
3750000,2793
3751000,3352
3752000,3073
3753000,3073
3754000,3073
3755000,2794
3756000,2794
3757000,4749
3758000,3073
3759000,3073
3760000,2793
3761000,3073
3762000,3352
3763000,3073
3764000,2794
3765000,2794
3766000,3631
3767000,4191
3768000,3352
3769000,2794
3770000,3073
3771000,3073
3772000,3073
3773000,3352
3774000,24305
3775000,4191
3776000,3073
3777000,2794
3778000,3073
3779000,5028
3780000,3353
3781000,2793
3782000,3352
3783000,3073
3784000,3352
3785000,3352
3786000,3631
3787000,2793
3788000,3073
3789000,3073
3790000,2794
3791000,3073
3792000,3352
3793000,3353
3794000,2793
3795000,3353
3796000,3073
3797000,2514
3798000,2794
3799000,3073
3800000,3632
3801000,2793
3802000,3073
3803000,2793
3804000,3632
3805000,3073
3806000,2514
3807000,2794
3808000,2794
3809000,2794
3810000,2514
3811000,3073
3812000,3073
3813000,3632
3814000,2794
3815000,3353
3816000,7543
3817000,3352
3818000,2514
3819000,3352
3820000,3073
3821000,3073
3822000,2794
3823000,3073
3824000,2514
3825000,2794
3826000,2514
3827000,2514
3828000,2793
3829000,2794
3830000,3073
3831000,2514
3832000,3073
3833000,3073
3834000,3073
3835000,3353
3836000,3352
3837000,3352
3838000,3352
3839000,3073
3840000,2794
3841000,3073
3842000,2793
3843000,2793
3844000,3353
3845000,3353
3846000,3073
3847000,2794
3848000,2793
3849000,2794
3850000,2794
3851000,3073
3852000,2514
3853000,2793
3854000,3352
3855000,3073
3856000,3631
3857000,3352
3858000,2794
3859000,3352
3860000,3352
3861000,3073
3862000,3073
3863000,2515
3864000,3352
3865000,3353
3866000,3073
3867000,2793
3868000,2793
3869000,3073
3870000,2794
3871000,3632
3872000,3632
3873000,2794
3874000,3632
3875000,3352
3876000,3352
3877000,3632
3878000,3073
3879000,3073
3880000,3352
3881000,3353
3882000,3073
3883000,3073
3884000,3073
3885000,3352
3886000,3352
3887000,3073
3888000,3352
3889000,2794
3890000,3073
3891000,3353
3892000,3352
3893000,2514
3894000,3073
3895000,3073
3896000,3352
3897000,3353
3898000,3073
3899000,3632
3900000,3073
3901000,3353
3902000,3073
3903000,2793
3904000,2794
3905000,3073
3906000,2514
3907000,4470
3908000,2794
3909000,3632
3910000,4750
3911000,3073
3912000,3911
3913000,3353
3914000,3632
3915000,3074
3916000,3073
3917000,3353
3918000,3073
3919000,3073
3920000,2794
3921000,3352
3922000,3073
3923000,3073
3924000,3073
3925000,2794
3926000,3073
3927000,3353
3928000,2793
3929000,3073
3930000,2793
3931000,3353
3932000,3352
3933000,2514
3934000,3632
3935000,3632
3936000,5867
3937000,3073
3938000,3632
3939000,2514
3940000,3073
3941000,3632
3942000,3073
3943000,3353
3944000,3073
3945000,2793
3946000,3353
3947000,2514
3948000,2793
3949000,3353
3950000,3353
3951000,3073
3952000,3073
3953000,3073
3954000,3632
3955000,3352
3956000,2794
3957000,3352
3958000,3073
3959000,3632
3960000,4190
3961000,2793
3962000,5588
3963000,2793
3964000,2793
3965000,3073
3966000,3632
3967000,2793
3968000,3352
3969000,3632
3970000,2794
3971000,3073
3972000,2794
3973000,3352
3974000,2794
3975000,2794
3976000,3632
3977000,2794
3978000,3073
3979000,3073
3980000,3352
3981000,2793
3982000,3353
3983000,2794
3984000,3073
3985000,3352
3986000,3073
3987000,3632
3988000,3073
3989000,3911
3990000,3911
3991000,3073
3992000,3073
3993000,2793
3994000,3073
3995000,3073
3996000,4750
3997000,3073
3998000,3632
3999000,3073
4000000,3073
4001000,3073
4002000,3073
4003000,3353
4004000,2794
4005000,2794
4006000,3353
4007000,2793
4008000,3353
4009000,3073
4010000,5588
4011000,2794
4012000,3911
4013000,3352
4014000,3353
4015000,3353
4016000,2794
4017000,2794
4018000,3073
4019000,3073
4020000,2793
4021000,3632
4022000,3073
4023000,3352
4024000,2794
4025000,2794
4026000,3073
4027000,2794
4028000,2793
4029000,3073
4030000,3352
4031000,3073
4032000,3911
4033000,3073
4034000,3073
4035000,3352
4036000,3352
4037000,3353
4038000,2793
4039000,3632
4040000,3353
4041000,3073
4042000,3073
4043000,3073
4044000,3073
4045000,3073
4046000,2514
4047000,3073
4048000,3632
4049000,3632
4050000,2793
4051000,2794
4052000,3631
4053000,2794
4054000,2793
4055000,2793
4056000,4191
4057000,3073
4058000,2794
4059000,3073
4060000,3632
4061000,3353
4062000,3352
4063000,3073
4064000,2794
4065000,2793
4066000,2794
4067000,2794
4068000,3353
4069000,3911
4070000,3632
4071000,3073
4072000,3073
4073000,3073
4074000,2794
4075000,3352
4076000,3073
4077000,2793
4078000,2794
4079000,2794
4080000,3073
4081000,3353
4082000,2794
4083000,3352
4084000,3073
4085000,3073
4086000,3353
4087000,3073
4088000,3073
4089000,2514
4090000,3353
4091000,3073
4092000,3911
4093000,3073
4094000,3073
4095000,3632
4096000,2793
4097000,3632
4098000,3073
4099000,3073
4100000,3352
4101000,5308
4102000,3911
4103000,3353
4104000,3352
4105000,3353
4106000,2793
4107000,3632
4108000,3352
4109000,3073
4110000,3073
4111000,3073
4112000,3073
4113000,3073
4114000,3073
4115000,3073
4116000,2793
4117000,3073
4118000,3073
4119000,3073
4120000,3352
4121000,3632
4122000,3352
4123000,3074
4124000,3073
4125000,3353
4126000,3073
4127000,3352
4128000,3353
4129000,2794
4130000,3073
4131000,3353
4132000,3073
